[9.21333333e-01 7.86666667e-02]
[1.93333333e-02 9.80666667e-01]
[9.19333333e-01 8.06666667e-02]
[1.08666667e-01 8.91333333e-01]
[8.13333333e-01 1.86666667e-01]
[3.13333333e-02 9.68666667e-01]
[9.46666667e-01 5.33333333e-02]
[6.66666667e-04 9.99333333e-01]
[9.52666667e-01 4.73333333e-02]
[9.46000000e-01 5.40000000e-02]
[9.48000000e-01 5.20000000e-02]
[9.63333333e-01 3.66666667e-02]
[5.95333333e-01 4.04666667e-01]
[6.00666667e-01 3.99333333e-01]
[4.66666667e-03 9.95333333e-01]
[9.98000000e-01 2.00000000e-03]
[5.40000000e-02 9.46000000e-01]
[6.46666667e-02 9.35333333e-01]
[9.68666667e-01 3.13333333e-02]
[9.19333333e-01 8.06666667e-02]
[0.00000000e+00 1.00000000e+00]
[6.86000000e-01 3.14000000e-01]
[9.76666667e-01 2.33333333e-02]
[9.74000000e-01 2.60000000e-02]
[1.06666667e-02 9.89333333e-01]
[9.94000000e-01 6.00000000e-03]
[9.66666667e-02 9.03333333e-01]
[2.13333333e-02 9.78666667e-01]
[9.03333333e-01 9.66666667e-02]
[9.97333333e-01 2.66666667e-03]
[9.84666667e-01 1.53333333e-02]
[6.66666667e-04 9.99333333e-01]
[7.85333333e-01 2.14666667e-01]
[9.57333333e-01 4.26666667e-02]
[1.61333333e-01 8.38666667e-01]
[7.33333333e-03 9.92666667e-01]
[4.33333333e-02 9.56666667e-01]
[3.77333333e-01 6.22666667e-01]
[8.96666667e-01 1.03333333e-01]
[9.28666667e-01 7.13333333e-02]
[5.64666667e-01 4.35333333e-01]
[9.98666667e-01 1.33333333e-03]
[3.54666667e-01 6.45333333e-01]
[1.00000000e+00 0.00000000e+00]
[6.56666667e-01 3.43333333e-01]
[9.10666667e-01 8.93333333e-02]
[9.49333333e-01 5.06666667e-02]
[4.66666667e-02 9.53333333e-01]
[3.01333333e-01 6.98666667e-01]
[1.00000000e-02 9.90000000e-01]
[9.94000000e-01 6.00000000e-03]
[6.66666667e-04 9.99333333e-01]
[9.58666667e-01 4.13333333e-02]
[9.98666667e-01 1.33333333e-03]
[1.44666667e-01 8.55333333e-01]
[9.30000000e-01 7.00000000e-02]
[2.40000000e-01 7.60000000e-01]
[8.25333333e-01 1.74666667e-01]
[2.00000000e-02 9.80000000e-01]
[3.33333333e-03 9.96666667e-01]
[9.81333333e-01 1.86666667e-02]
[7.71333333e-01 2.28666667e-01]
[3.00000000e-02 9.70000000e-01]
[9.44666667e-01 5.53333333e-02]
[9.98000000e-01 2.00000000e-03]
[4.52666667e-01 5.47333333e-01]
[4.66666667e-03 9.95333333e-01]
[3.33333333e-01 6.66666667e-01]
[2.40000000e-02 9.76000000e-01]
[9.63333333e-01 3.66666667e-02]
[6.32000000e-01 3.68000000e-01]
[0.00000000e+00 1.00000000e+00]
[6.66666667e-04 9.99333333e-01]
[1.00000000e+00 0.00000000e+00]
[1.86666667e-02 9.81333333e-01]
[4.99333333e-01 5.00666667e-01]
[9.19333333e-01 8.06666667e-02]
[0.00000000e+00 1.00000000e+00]
[9.30000000e-01 7.00000000e-02]
[1.00000000e+00 0.00000000e+00]
[1.33333333e-03 9.98666667e-01]
[4.73333333e-02 9.52666667e-01]
[9.07333333e-01 9.26666667e-02]
[9.36000000e-01 6.40000000e-02]
[5.33333333e-03 9.94666667e-01]
[1.66666667e-02 9.83333333e-01]
[9.92666667e-01 7.33333333e-03]
[8.82666667e-01 1.17333333e-01]
[3.33333333e-03 9.96666667e-01]
[3.53333333e-02 9.64666667e-01]
[9.91333333e-01 8.66666667e-03]
[1.25333333e-01 8.74666667e-01]
[1.55333333e-01 8.44666667e-01]
[9.11333333e-01 8.86666667e-02]
[0.00000000e+00 1.00000000e+00]
[4.45333333e-01 5.54666667e-01]
[8.33333333e-02 9.16666667e-01]
[5.13333333e-02 9.48666667e-01]
[1.05333333e-01 8.94666667e-01]
[1.20666667e-01 8.79333333e-01]
[4.12000000e-01 5.88000000e-01]
[1.86666667e-02 9.81333333e-01]
[8.06666667e-02 9.19333333e-01]
[2.66666667e-02 9.73333333e-01]
[3.53333333e-02 9.64666667e-01]
[2.54000000e-01 7.46000000e-01]
[9.90000000e-01 1.00000000e-02]
[1.06666667e-02 9.89333333e-01]
